StudentID,Semester,Course,Hours,Grade
39,SP2024,PHIL 6192,4,F
54,SP2024,EE 5124,3,F
33,SP2024,PSY 5151,4,B
71,SP2024,BIO 6345,2,B
68,SP2024,EDU 6557,3,F
14,SP2024,ENG 6631,3,C
39,SP2024,PSY 5281,3,F
49,SP2024,HIST 6311,4,B
5,SP2024,BIO 5743,3,C
13,SP2024,MUS 5128,3,C
13,SP2024,EDU 5465,3,C
17,SP2024,MATH 5805,3,D
61,SP2024,EE 5051,2,C
17,SP2024,CS 5077,2,C
63,SP2024,MUS 5273,3,A
37,SP2024,EDU 6588,2,C
1,SP2024,LAW 5615,3,B
47,SP2024,BUS 6934,4,F
52,SP2024,ENG 5270,3,C
78,SP2024,ENG 5075,3,B
51,SP2024,ENV 5549,2,A
55,SP2024,PHIL 5944,3,C
38,SP2024,EE 5860,3,B
43,SP2024,BIO 5110,3,C
10,SP2024,SOC 5100,2,F
20,SP2024,SOC 6977,2,C
10,SP2024,ECON 6245,3,C
58,SP2024,SOC 6887,3,C
22,SP2024,PHIL 6943,3,F
15,SP2024,BIO 5855,3,B
79,SP2024,MATH 6571,2,C
28,SP2024,HIST 5257,3,F
35,SP2024,ENG 5281,4,B
76,SP2024,ART 6892,4,A
79,SP2024,CHEM 5236,4,C
18,SP2024,LAW 6035,3,C
24,SP2024,ART 5269,2,B
7,SP2024,MATH 5817,3,B
32,SP2024,ART 6716,3,C
25,SP2024,LAW 5996,4,B
14,SP2024,BIO 6424,3,F
14,SP2024,EDU 5985,4,A
80,SP2024,LAW 5822,3,C
6,SP2024,SOC 5168,4,B
57,SP2024,ENG 5831,3,C
57,SP2024,ME 6855,3,B
48,SP2024,ENV 6809,3,B
48,SP2024,BUS 5451,2,B
70,SP2024,MATH 5058,3,C
2,SP2024,ECON 5691,3,F
15,SP2024,LAW 6674,3,C
77,SP2024,POLSCI 5487,3,C
0,SP2024,PHIL 5514,2,A
3,SP2024,LAW 5545,3,C
75,SP2024,CS 5584,4,B
54,SP2024,MATH 5727,2,B
56,SP2024,MUS 5666,2,B
76,SP2024,POLSCI 5276,3,A
14,SP2024,ENV 6659,3,A
15,SP2024,POLSCI 5306,3,C
68,SP2024,ME 5016,3,B
28,SP2024,CHEM 5753,4,C
4,SP2024,BUS 5866,4,C
73,SP2024,POLSCI 5659,3,A
66,SP2024,CHEM 5657,3,A
34,SP2024,ENG 5571,3,C
80,SP2024,EDU 5253,4,F
8,SP2024,MATH 5797,3,C
71,SP2024,ECON 5318,3,C
53,SP2024,CHEM 5253,3,A
44,SP2024,BIO 5982,3,C
66,SP2024,ME 5551,3,C
72,SP2024,CS 5745,3,B
53,SP2024,BUS 6127,2,B
4,SP2024,BUS 5734,3,A
9,SP2024,POLSCI 5800,3,D
42,SP2024,ENV 5385,4,C
24,SP2024,PHIL 5145,3,A
54,SP2024,BUS 6164,3,C
78,SP2024,HIST 6866,3,C
11,SP2024,CS 5914,3,A
67,SP2024,ECON 6243,3,F
4,SP2024,ENG 6695,2,B
3,SP2024,ME 6383,3,C
12,SP2024,EDU 5894,3,A
29,SP2024,MUS 6573,3,B
5,SP2024,PSY 5490,4,C
16,SP2024,EDU 6747,3,B
61,SP2024,EDU 5997,3,A
79,SP2024,MATH 5911,3,C
59,SP2024,BIO 6678,2,C
35,SP2024,ME 5955,3,B
73,SP2024,LAW 5109,3,F
30,SP2024,ENV 5774,3,A
0,SP2024,ENG 5863,3,D
8,SP2024,ENV 5378,3,F
27,SP2024,MATH 5754,2,A
66,SP2024,ECON 6214,2,A
69,SP2024,SOC 5975,3,A
70,SP2024,PHYS 6395,3,B
3,SP2024,PHIL 5393,3,B
74,SP2024,ECON 6922,2,C
71,SP2024,PSY 5910,3,D
58,SP2024,ME 5012,3,A
0,SP2024,BIO 6167,3,A
3,SP2024,CHEM 6040,3,F
60,SP2024,MUS 5235,2,F
11,SP2024,POLSCI 5720,2,B
60,SP2024,LAW 5438,3,A
21,SP2024,MATH 5965,4,C
12,SP2024,SOC 5180,3,B
21,SP2024,MUS 5108,3,A
52,SP2024,POLSCI 5424,3,B
37,SP2024,HIST 5219,3,C
56,SP2024,EE 5174,3,A
60,SP2024,SOC 5580,2,C
38,SP2024,CS 5414,2,A
46,SP2024,PHYS 5243,4,C
4,SP2024,MATH 5090,3,C
1,SP2024,ENV 5904,3,A
26,SP2024,ENG 5625,3,C
48,SP2024,ME 6167,3,C
20,SP2024,ART 5312,3,B
19,SP2024,LAW 6201,4,A
48,SP2024,EDU 6449,3,B
5,SP2024,MUS 6251,3,B
64,SP2024,PHYS 5823,3,B
75,SP2024,PHIL 5243,3,C
22,SP2024,EDU 5814,3,F
22,SP2024,BIO 6294,3,B
62,SP2024,ART 5738,2,B
25,SP2024,EDU 5916,3,D
27,SP2024,POLSCI 6674,3,D
29,SP2024,POLSCI 5444,3,C
78,SP2024,ENG 5008,3,C
67,SP2024,MATH 5746,3,C
40,SP2024,HIST 5525,3,C
65,SP2024,ART 6082,3,B
34,SP2024,LAW 5125,4,B
21,SP2024,ART 5582,4,B
34,SP2024,POLSCI 5957,4,A
67,SP2024,POLSCI 5079,3,C
30,SP2024,EDU 6222,3,A
64,SP2024,POLSCI 6582,3,F
15,SP2024,MUS 6494,4,B
73,SP2024,CS 6790,3,C
61,SP2024,ART 5549,3,B
14,SP2024,PHYS 5391,4,C
49,SP2024,PHIL 5709,3,A
23,SP2024,MATH 5439,3,F
42,SP2024,ART 5635,3,B
65,SP2024,LAW 5568,2,F
51,SP2024,ECON 6101,4,C
40,SP2024,PHIL 5603,3,C
69,SP2024,POLSCI 6810,4,C
32,SP2024,CHEM 5558,3,A
62,SP2024,SOC 5768,4,B
7,SP2024,PSY 5941,4,B
26,SP2024,ENG 5069,4,C
77,SP2024,EE 5591,4,B
33,SP2024,EDU 5633,3,B
43,SP2024,ENG 5836,3,A
43,SP2024,SOC 5629,4,A
11,SP2024,LAW 5114,4,C
21,SP2024,POLSCI 5605,3,A
35,SP2024,ART 5464,3,B
38,SP2024,CHEM 5145,2,B
1,SP2024,MUS 6645,3,B
59,SP2024,MUS 5423,3,C
56,SP2024,HIST 5863,4,B
30,SP2024,EDU 6913,4,A
29,SP2024,PSY 5137,4,B
1,SP2024,PHYS 5084,3,B
65,SP2024,CHEM 5031,3,B
19,SP2024,ENG 5480,3,A
15,SP2024,CS 5522,3,A
46,SP2024,BUS 5976,3,C
78,SP2024,PSY 5289,3,C
32,SP2024,PHYS 5216,3,B
76,SP2024,ME 6039,3,A
45,SP2024,MATH 6965,4,B
70,SP2024,ART 6688,4,B
80,SP2024,ENV 5391,3,B
75,SP2024,MATH 5499,3,C
17,SP2024,LAW 6016,3,A
64,SP2024,ME 5868,3,C
31,SP2024,EDU 5769,3,D
37,SP2024,MUS 5777,3,B
28,SP2024,MATH 6542,3,F
0,SP2024,ME 5408,3,A
17,SP2024,ENG 5228,4,B
13,SP2024,EE 5581,3,C
48,SP2024,EE 5217,3,C
23,SP2024,ME 5269,4,A
18,SP2024,EDU 5386,2,B
27,SP2024,EDU 6938,3,A
62,SP2024,ECON 6267,4,C
40,SP2024,LAW 5627,4,B
18,SP2024,PHYS 5043,3,A
50,SP2024,ENG 6137,3,B
13,SP2024,POLSCI 5063,3,B
4,SP2024,BIO 6243,2,B
7,SP2024,PHIL 6279,3,A
27,SP2024,CS 6598,3,C
23,SP2024,PSY 5708,3,D
63,SP2024,SOC 6177,3,B
39,SP2024,ME 5477,2,B
35,SP2024,ENG 5540,4,F
12,SP2024,MUS 5664,4,A
41,SP2024,HIST 5905,3,A
58,SP2024,ECON 5838,4,D
71,SP2024,BIO 6558,3,B
48,SP2024,BUS 6546,3,C
64,SP2024,ART 6955,3,D
55,SP2024,MUS 6968,3,C
24,SP2024,EE 5071,4,B
28,SP2024,POLSCI 6243,3,B
62,SP2024,ECON 5845,3,C
16,SP2024,MATH 5904,4,A
68,SP2024,PSY 5980,3,A
42,SP2024,ME 5186,3,A
45,SP2024,PSY 5409,3,B
68,SP2024,PSY 5466,3,A
44,SP2024,ENG 6482,3,D
53,SP2024,MATH 6396,3,A
72,SP2024,HIST 5191,3,B
35,SP2024,BUS 5333,3,B
44,SP2024,EDU 6630,3,C
58,SP2024,PHYS 6964,2,B
46,SP2024,BUS 6711,4,D
58,SP2024,PHIL 6580,2,A
25,SP2024,ME 5361,3,B
7,SP2024,PHYS 6608,4,A
2,SP2024,SOC 5036,4,C
55,SP2024,ART 5364,3,C
36,SP2024,PSY 5728,3,F
75,SP2024,PHIL 5252,3,B
21,SP2024,MATH 6973,4,B
34,SP2024,CS 5077,3,D
77,SP2024,CHEM 6755,3,C
72,SP2024,EE 5146,2,A
55,SP2024,EDU 6511,4,C
54,SP2024,EDU 5667,3,B
22,SP2024,POLSCI 5063,4,A
74,SP2024,MATH 6373,4,B
59,SP2024,LAW 6918,2,B
