StudentID,Semester,Course,Hours,Grade
27,FS2024,CHEM 5036,4,F
53,FS2024,ENV 5161,3,C
33,FS2024,PHYS 6031,3,A
78,FS2024,POLSCI 6609,3,C
80,FS2024,PHYS 5551,3,C
13,FS2024,POLSCI 5234,3,D
25,FS2024,MATH 6139,3,C
26,FS2024,CS 6523,4,A
5,FS2024,PSY 5455,3,A
13,FS2024,CHEM 5543,3,B
13,FS2024,PHYS 5988,3,C
17,FS2024,HIST 5037,3,C
59,FS2024,ENV 5298,3,B
16,FS2024,HIST 5604,2,A
71,FS2024,SOC 5352,3,F
79,FS2024,BIO 6052,2,A
1,FS2024,MATH 6468,3,B
46,FS2024,PHYS 5949,3,C
37,FS2024,ENV 6088,3,C
43,FS2024,BIO 5330,3,A
36,FS2024,PHIL 5683,3,D
45,FS2024,POLSCI 6867,2,F
66,FS2024,MATH 5615,4,B
42,FS2024,PSY 6904,3,D
10,FS2024,SOC 6915,3,B
67,FS2024,MUS 5033,3,B
10,FS2024,POLSCI 6990,4,A
56,FS2024,ME 5019,4,F
51,FS2024,LAW 5152,4,C
14,FS2024,PHYS 5762,3,B
62,FS2024,BUS 5127,2,C
22,FS2024,ART 5100,3,B
39,FS2024,ENG 5593,3,B
36,FS2024,BIO 5093,3,B
64,FS2024,ENV 5205,2,B
34,FS2024,BIO 5217,3,C
41,FS2024,EDU 5788,2,C
7,FS2024,HIST 6901,3,C
31,FS2024,MATH 5949,2,C
73,FS2024,CHEM 6566,3,A
14,FS2024,EE 6714,2,B
14,FS2024,LAW 5645,3,C
80,FS2024,ECON 5384,2,D
5,FS2024,ENV 6506,3,D
21,FS2024,ART 6787,3,B
76,FS2024,BIO 6273,2,B
28,FS2024,ME 5104,3,B
53,FS2024,ECON 6699,3,C
70,FS2024,PSY 6932,4,C
2,FS2024,EE 5813,3,C
14,FS2024,ENV 6540,3,C
49,FS2024,EDU 5085,3,B
0,FS2024,ART 5820,3,B
3,FS2024,LAW 5060,3,C
51,FS2024,HIST 6895,4,B
63,FS2024,EE 5389,3,F
53,FS2024,LAW 5031,3,A
52,FS2024,MATH 6604,3,B
14,FS2024,BIO 5284,3,B
15,FS2024,ECON 6158,2,C
78,FS2024,PHIL 5877,3,A
19,FS2024,ART 5696,4,B
4,FS2024,ME 6358,3,A
72,FS2024,ART 6389,3,D
32,FS2024,ME 6209,2,C
70,FS2024,CHEM 5752,4,C
58,FS2024,POLSCI 5395,3,C
7,FS2024,POLSCI 5468,2,A
32,FS2024,BIO 5795,3,A
52,FS2024,ENG 5743,3,C
23,FS2024,EDU 6260,3,C
56,FS2024,PSY 5358,4,C
56,FS2024,BIO 6068,2,C
71,FS2024,PHYS 6678,3,B
3,FS2024,ME 6404,4,F
8,FS2024,MATH 6816,3,C
54,FS2024,BUS 5504,2,C
17,FS2024,SOC 5213,3,D
78,FS2024,PHIL 6084,3,C
78,FS2024,PHYS 5284,3,D
10,FS2024,ART 5720,2,A
79,FS2024,ECON 6659,4,C
4,FS2024,CHEM 5451,3,C
2,FS2024,ENV 5170,3,F
12,FS2024,LAW 5827,3,B
25,FS2024,ME 5093,3,B
5,FS2024,MATH 5762,4,B
15,FS2024,LAW 6306,4,C
55,FS2024,EE 5511,3,B
71,FS2024,BUS 5325,3,B
63,FS2024,HIST 5919,4,C
29,FS2024,ECON 6697,3,A
46,FS2024,PHYS 5785,3,D
38,FS2024,MATH 5113,2,A
39,FS2024,POLSCI 6674,2,C
0,FS2024,PHIL 5345,3,B
8,FS2024,CHEM 5925,4,A
64,FS2024,ME 5640,3,A
77,FS2024,PSY 5766,3,B
69,FS2024,ENG 5135,2,C
50,FS2024,CHEM 5207,3,A
2,FS2024,LAW 5075,3,B
74,FS2024,ENG 5071,2,B
46,FS2024,EDU 5182,3,A
65,FS2024,ECON 6830,3,C
0,FS2024,PHIL 5028,2,A
3,FS2024,ECON 6458,4,B
59,FS2024,CS 5282,4,B
11,FS2024,ENV 6373,3,A
38,FS2024,SOC 5401,3,B
29,FS2024,ME 6169,3,B
11,FS2024,SOC 5704,3,B
20,FS2024,BIO 6513,3,A
50,FS2024,ME 6801,4,B
75,FS2024,EDU 6765,3,D
24,FS2024,MUS 5011,3,B
61,FS2024,ENV 5882,3,B
66,FS2024,MUS 5731,3,B
76,FS2024,ENV 5504,4,B
4,FS2024,HIST 6653,3,A
1,FS2024,ENV 5566,2,C
37,FS2024,MATH 6452,3,B
75,FS2024,ECON 5660,4,B
20,FS2024,ENG 5336,3,B
19,FS2024,SOC 6514,3,A
68,FS2024,ME 6733,2,C
5,FS2024,ENG 5613,3,B
26,FS2024,PSY 5438,4,C
75,FS2024,HIST 6575,3,C
22,FS2024,BIO 5401,4,C
21,FS2024,ECON 6310,3,C
56,FS2024,ART 5261,2,C
80,FS2024,PHIL 5704,3,B
27,FS2024,LAW 5755,3,C
29,FS2024,ENV 6574,3,C
71,FS2024,ME 5476,4,A
58,FS2024,PHYS 5067,2,D
39,FS2024,POLSCI 5332,3,B
29,FS2024,PHYS 5148,3,C
55,FS2024,EE 5327,2,C
20,FS2024,MUS 5536,4,D
33,FS2024,BUS 5629,3,C
36,FS2024,ENG 5432,3,B
30,FS2024,ECON 6353,2,A
34,FS2024,EE 5204,4,D
15,FS2024,POLSCI 6081,3,B
33,FS2024,MUS 5319,3,B
31,FS2024,SOC 5484,2,A
13,FS2024,ENV 6073,3,A
39,FS2024,ENG 5594,3,C
22,FS2024,ENV 5330,3,C
41,FS2024,EE 5462,3,B
46,FS2024,CS 5988,3,F
44,FS2024,MATH 5941,3,B
63,FS2024,ART 5150,4,B
60,FS2024,PHYS 5445,4,B
67,FS2024,ENG 6828,3,C
72,FS2024,ECON 5344,3,C
62,FS2024,PSY 5923,3,C
64,FS2024,POLSCI 5982,4,C
6,FS2024,PSY 5084,3,C
26,FS2024,ART 6558,4,C
58,FS2024,HIST 6382,3,B
33,FS2024,BIO 5850,3,B
42,FS2024,HIST 5117,3,D
57,FS2024,HIST 5411,2,A
10,FS2024,LAW 5369,4,F
21,FS2024,PHIL 5951,2,C
63,FS2024,ENG 5912,3,D
37,FS2024,ME 5570,3,F
1,FS2024,BIO 6750,2,A
72,FS2024,EE 5288,3,A
58,FS2024,CHEM 6834,3,F
30,FS2024,HIST 6641,3,C
28,FS2024,EDU 5541,4,A
1,FS2024,ENG 6062,3,C
41,FS2024,PHIL 5915,4,B
19,FS2024,LAW 5824,3,C
15,FS2024,ME 5461,3,A
75,FS2024,ENV 6007,2,C
50,FS2024,HIST 5410,4,C
31,FS2024,LAW 5652,3,B
75,FS2024,POLSCI 6191,3,B
44,FS2024,ENV 5684,3,C
45,FS2024,PHYS 6464,4,B
76,FS2024,ENG 5327,4,B
79,FS2024,LAW 5035,3,B
16,FS2024,LAW 5593,4,D
42,FS2024,CS 6167,3,D
31,FS2024,CS 6945,3,A
36,FS2024,ART 5543,3,C
28,FS2024,PHIL 6317,2,C
0,FS2024,EDU 5662,4,C
17,FS2024,BIO 5069,3,C
12,FS2024,ENG 5746,3,B
42,FS2024,ART 6144,3,C
23,FS2024,PHYS 6203,3,A
18,FS2024,BUS 5499,2,A
27,FS2024,BUS 5223,3,D
61,FS2024,ENG 6624,3,C
57,FS2024,MATH 5734,3,B
18,FS2024,EE 5953,3,D
60,FS2024,POLSCI 5613,4,B
12,FS2024,PSY 5367,3,A
4,FS2024,ECON 6919,2,C
6,FS2024,HIST 5964,3,A
