StudentID,Semester,Course,Hours,Grade
79,FS2022,POLSCI 3241,3,A
14,FS2022,EDU 3343,3,B
33,FS2022,ART 3933,3,C
6,FS2022,MATH 3259,2,C
68,FS2022,HIST 3092,3,C
66,FS2022,EDU 3830,2,C
29,FS2022,MATH 3613,3,A
29,FS2022,PHYS 3533,3,A
78,FS2022,EE 4479,3,F
30,FS2022,ART 3482,2,C
77,FS2022,ART 3563,3,B
13,FS2022,HIST 3756,4,C
37,FS2022,HIST 3956,3,C
62,FS2022,BIO 3552,3,C
8,FS2022,LAW 3974,3,F
27,FS2022,LAW 3027,3,F
51,FS2022,MUS 3331,3,C
14,FS2022,BIO 3620,2,D
1,FS2022,MUS 3228,3,B
52,FS2022,ENV 4148,2,B
53,FS2022,BUS 3598,3,B
48,FS2022,SOC 4278,3,B
35,FS2022,BUS 4169,3,B
11,FS2022,PSY 3435,4,C
27,FS2022,LAW 3768,3,F
36,FS2022,ME 4339,3,B
28,FS2022,BIO 3008,2,A
76,FS2022,BUS 4690,4,C
78,FS2022,LAW 3205,3,A
50,FS2022,ME 3004,2,A
24,FS2022,ENG 3384,3,C
47,FS2022,MUS 3616,2,C
56,FS2022,EDU 3958,3,B
18,FS2022,CHEM 3202,4,A
80,FS2022,CHEM 3503,4,B
14,FS2022,EE 3005,3,C
65,FS2022,ME 3407,3,B
59,FS2022,EE 4091,4,B
60,FS2022,MATH 3208,3,C
80,FS2022,ART 4152,3,C
41,FS2022,CS 3295,3,C
28,FS2022,CS 3222,2,B
15,FS2022,BUS 3769,4,A
14,FS2022,ART 3588,2,B
6,FS2022,EE 3919,4,B
22,FS2022,ENG 3674,2,B
56,FS2022,POLSCI 4905,2,B
14,FS2022,ME 3118,3,C
45,FS2022,CHEM 3464,4,B
70,FS2022,LAW 3616,2,B
3,FS2022,ENG 3919,4,B
43,FS2022,POLSCI 3651,4,A
66,FS2022,BIO 3939,2,B
0,FS2022,POLSCI 3210,3,A
3,FS2022,ENG 4862,4,A
52,FS2022,ART 3982,2,B
53,FS2022,PHIL 3143,3,B
11,FS2022,MATH 3387,3,A
64,FS2022,PHIL 3397,3,B
15,FS2022,CHEM 3842,3,C
46,FS2022,MATH 3093,2,C
70,FS2022,CHEM 3593,3,B
15,FS2022,BUS 4971,3,C
17,FS2022,PHIL 4282,2,C
68,FS2022,PHIL 3137,3,D
5,FS2022,ENG 3092,4,A
32,FS2022,ECON 3156,3,C
34,FS2022,ART 3300,3,B
33,FS2022,EE 4877,3,D
8,FS2022,SOC 3076,3,A
39,FS2022,EDU 4969,3,C
78,FS2022,ENG 4277,3,B
