StudentID,Semester,Course,Hours,Grade
27,SP2022,ME 3124,3,B
64,SP2022,ECON 4807,3,B
33,SP2022,SOC 3599,4,B
71,SP2022,ME 3585,3,A
80,SP2022,ME 3582,3,D
13,SP2022,ME 4237,3,B
25,SP2022,HIST 3396,3,A
26,SP2022,EE 3028,2,C
5,SP2022,CS 3226,3,B
13,SP2022,BIO 3236,2,A
12,SP2022,LAW 3056,3,A
17,SP2022,SOC 3989,3,A
70,SP2022,EDU 3171,3,B
16,SP2022,HIST 3860,3,B
62,SP2022,LAW 4526,3,C
79,SP2022,ENG 3659,4,A
1,SP2022,ENV 3570,4,B
47,SP2022,BIO 3074,2,A
37,SP2022,PHYS 3616,4,A
44,SP2022,CHEM 3971,4,B
36,SP2022,BUS 4257,3,C
45,SP2022,ENG 4470,3,C
66,SP2022,CHEM 3592,3,B
43,SP2022,PHIL 3876,3,A
10,SP2022,SOC 3396,3,D
67,SP2022,ENG 3342,3,B
10,SP2022,PSY 4729,3,B
57,SP2022,EE 3061,3,B
52,SP2022,SOC 4738,3,A
14,SP2022,SOC 3573,3,B
78,SP2022,BIO 4908,4,C
21,SP2022,EDU 3586,3,B
39,SP2022,PSY 4443,4,F
37,SP2022,ECON 3414,3,C
69,SP2022,ME 3120,3,A
35,SP2022,SOC 4846,3,A
41,SP2022,HIST 4628,3,C
7,SP2022,HIST 4548,3,A
31,SP2022,PSY 3984,3,D
50,SP2022,MATH 3821,3,C
13,SP2022,BUS 4693,3,B
13,SP2022,BIO 4839,4,C
80,SP2022,SOC 4107,4,C
6,SP2022,ME 3924,3,F
21,SP2022,PHYS 4672,3,A
72,SP2022,HIST 3347,3,B
28,SP2022,CS 3399,3,A
56,SP2022,BUS 4274,3,B
70,SP2022,MATH 4470,3,C
2,SP2022,ME 4495,3,C
14,SP2022,ART 4598,3,C
60,SP2022,ECON 4747,4,A
0,SP2022,LAW 3041,4,B
3,SP2022,EE 3530,3,B
70,SP2022,BIO 3379,2,C
53,SP2022,BUS 3474,3,B
53,SP2022,MATH 4342,3,F
53,SP2022,BUS 3567,3,B
14,SP2022,MUS 3403,4,A
15,SP2022,POLSCI 3469,3,A
68,SP2022,SOC 3142,3,B
19,SP2022,LAW 4590,3,B
4,SP2022,SOC 4350,3,F
73,SP2022,ART 4695,2,C
32,SP2022,PSY 4816,4,B
70,SP2022,SOC 4824,3,C
51,SP2022,BUS 3466,3,D
7,SP2022,PSY 4923,3,A
32,SP2022,MATH 3594,4,B
78,SP2022,SOC 4624,3,A
23,SP2022,PHIL 4255,3,C
65,SP2022,ENV 4387,4,B
56,SP2022,SOC 4813,3,A
52,SP2022,SOC 3745,3,C
4,SP2022,PHIL 3150,3,A
8,SP2022,PSY 3819,4,C
54,SP2022,PHYS 3806,3,B
17,SP2022,ART 3124,3,C
78,SP2022,ENV 4459,4,C
78,SP2022,SOC 4157,3,A
10,SP2022,MATH 4988,4,B
79,SP2022,LAW 3531,4,A
4,SP2022,CS 3730,3,A
3,SP2022,ENV 3758,3,B
12,SP2022,HIST 3333,3,F
24,SP2022,CS 3699,4,A
5,SP2022,HIST 4848,2,B
15,SP2022,ECON 4343,3,C
55,SP2022,PSY 4551,3,C
71,SP2022,PHIL 4878,3,B
63,SP2022,ART 3462,4,C
29,SP2022,ART 3038,3,B
47,SP2022,CHEM 4282,4,C
39,SP2022,PSY 3765,3,C
40,SP2022,ENG 4763,4,C
1,SP2022,PSY 3863,4,C
8,SP2022,EDU 3123,3,C
54,SP2022,HIST 3478,3,B
77,SP2022,MUS 3803,3,D
73,SP2022,ART 3982,3,A
50,SP2022,ART 3222,4,A
3,SP2022,CHEM 3077,3,B
74,SP2022,EDU 3241,3,C
47,SP2022,PHIL 3458,3,B
57,SP2022,ENV 3081,4,B
0,SP2022,POLSCI 4415,3,C
3,SP2022,PHIL 4884,3,F
