StudentID,Semester,Course,Hours,Grade
79,FS2023,MATH 5144,4,A
14,FS2023,EE 4201,3,A
33,FS2023,HIST 4187,3,B
5,FS2023,PHYS 4858,3,B
68,FS2023,HIST 4504,3,B
66,FS2023,CS 4882,3,B
29,FS2023,POLSCI 5092,4,C
29,FS2023,PHYS 4081,4,B
78,FS2023,MUS 4942,3,C
30,FS2023,LAW 4343,3,D
77,FS2023,MUS 4730,4,B
13,FS2023,CS 4639,3,B
37,FS2023,BIO 5066,2,C
62,FS2023,BIO 4906,3,B
7,FS2023,ART 4040,3,A
26,FS2023,ART 4429,3,B
51,FS2023,SOC 5600,3,C
13,FS2023,BUS 5779,2,C
1,FS2023,LAW 5419,4,A
52,FS2023,EDU 5141,3,A
53,FS2023,BUS 4255,3,B
48,FS2023,HIST 4340,4,C
35,FS2023,BUS 4808,3,A
10,FS2023,BIO 4041,3,C
26,FS2023,MATH 4595,3,A
36,FS2023,SOC 4179,3,A
27,FS2023,POLSCI 4048,4,F
76,FS2023,BUS 4724,3,B
78,FS2023,ENV 5036,3,C
50,FS2023,PHYS 4088,4,B
24,FS2023,EE 4084,4,B
47,FS2023,ENG 4451,3,A
57,FS2023,ART 5286,4,B
17,FS2023,ENV 4844,3,D
80,FS2023,SOC 4867,3,A
14,FS2023,ENV 5932,2,B
65,FS2023,ENV 4100,3,B
59,FS2023,EDU 4134,3,B
60,FS2023,ART 5446,3,C
80,FS2023,PHYS 4562,3,B
41,FS2023,LAW 5920,3,A
28,FS2023,CHEM 4392,3,D
14,FS2023,PHIL 4621,3,A
13,FS2023,PHYS 4686,3,A
6,FS2023,CS 5075,4,D
22,FS2023,ENV 4367,3,F
55,FS2023,MATH 4198,3,C
14,FS2023,ART 4786,2,B
45,FS2023,MUS 5826,3,B
71,FS2023,POLSCI 5962,3,A
3,FS2023,CHEM 4389,3,A
43,FS2023,EDU 4819,3,A
66,FS2023,SOC 4790,3,C
0,FS2023,BUS 4478,3,B
3,FS2023,ENV 4335,3,B
51,FS2023,MATH 5848,3,F
53,FS2023,PHIL 4933,3,D
10,FS2023,BUS 4159,3,A
64,FS2023,ENG 4089,2,A
15,FS2023,LAW 5053,3,B
45,FS2023,ME 5822,3,C
70,FS2023,ENV 4939,2,A
14,FS2023,EE 4777,3,A
16,FS2023,MUS 4246,3,A
69,FS2023,LAW 4736,2,D
4,FS2023,ME 4638,3,B
33,FS2023,POLSCI 5386,3,C
34,FS2023,BUS 4223,3,A
33,FS2023,EE 5385,3,F
8,FS2023,HIST 5595,3,B
39,FS2023,BUS 4479,4,B
78,FS2023,SOC 4203,3,B
19,FS2023,PHYS 5260,3,B
31,FS2023,PHIL 4800,3,D
79,FS2023,ENG 4782,3,F
52,FS2023,ENV 4451,4,C
4,FS2023,CHEM 4541,3,B
8,FS2023,MUS 4665,3,A
71,FS2023,POLSCI 5004,3,B
21,FS2023,SOC 4823,3,B
17,FS2023,ENG 5868,3,A
71,FS2023,CS 4638,4,D
10,FS2023,MUS 5368,3,D
23,FS2023,SOC 4587,3,D
4,FS2023,MATH 4452,3,B
3,FS2023,EE 4319,3,C
12,FS2023,POLSCI 4083,2,C
25,FS2023,ENV 5768,3,A
42,FS2023,BUS 4026,3,C
6,FS2023,ECON 4543,3,B
15,FS2023,CHEM 4899,3,C
55,FS2023,HIST 4610,2,A
39,FS2023,CHEM 5839,4,D
56,FS2023,ECON 4088,3,A
78,FS2023,EE 5987,3,B
46,FS2023,ECON 4352,3,D
73,FS2023,PHIL 5398,3,C
67,FS2023,MATH 5690,3,B
1,FS2023,MUS 5342,3,C
8,FS2023,HIST 5591,3,B
56,FS2023,ENG 4272,4,B
29,FS2023,SOC 4168,4,B
70,FS2023,EE 4875,3,A
76,FS2023,HIST 4712,2,C
3,FS2023,BUS 4105,3,B
75,FS2023,ENG 4961,3,A
25,FS2023,CS 4585,2,A
58,FS2023,EDU 4482,3,C
0,FS2023,CHEM 4788,3,A
3,FS2023,ENV 4598,2,D
62,FS2023,EDU 4887,4,B
11,FS2023,CHEM 4195,4,A
38,FS2023,PSY 5458,3,B
47,FS2023,ME 5823,3,A
11,FS2023,MATH 5427,4,B
20,FS2023,BIO 4095,4,C
66,FS2023,BUS 4836,4,A
37,FS2023,PSY 5185,2,C
5,FS2023,PSY 4296,3,B
77,FS2023,ME 4341,3,C
39,FS2023,HIST 4402,4,C
39,FS2023,CHEM 4925,3,C
5,FS2023,BIO 4933,3,C
1,FS2023,MUS 4912,4,A
61,FS2023,ENV 5964,4,B
56,FS2023,EDU 4055,4,C
20,FS2023,MUS 4426,3,B
19,FS2023,MUS 4205,4,B
47,FS2023,ECON 5150,2,F
75,FS2023,POLSCI 4644,3,A
22,FS2023,BIO 4085,4,A
21,FS2023,BIO 4870,2,F
26,FS2023,EE 4280,2,B
71,FS2023,ECON 4678,3,C
54,FS2023,CHEM 4332,3,B
63,FS2023,BIO 5381,2,B
72,FS2023,BUS 4504,3,F
59,FS2023,ART 4580,3,C
65,FS2023,ENV 4345,3,C
28,FS2023,MATH 5016,4,B
73,FS2023,SOC 4880,3,B
20,FS2023,PHIL 4721,3,A
